  #energy          xx             yy              zz              xy              yz              zx
  0.68310000E+01  0.13947105E+01  0.13947105E+01  0.13947105E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.68447000E+01  0.13627559E+01  0.13627559E+01  0.13627559E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.68585000E+01  0.13360363E+01  0.13360363E+01  0.13360363E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.68722000E+01  0.13084459E+01  0.13084459E+01  0.13084459E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.68860000E+01  0.12868162E+01  0.12868162E+01  0.12868162E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.68997000E+01  0.12655702E+01  0.12655702E+01  0.12655702E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.69135000E+01  0.12513012E+01  0.12513012E+01  0.12513012E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.69272000E+01  0.12382958E+01  0.12382958E+01  0.12382958E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.69409000E+01  0.12291480E+01  0.12291480E+01  0.12291480E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.69547000E+01  0.12259590E+01  0.12259590E+01  0.12259590E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.69684000E+01  0.12219909E+01  0.12219909E+01  0.12219909E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.69822000E+01  0.12219901E+01  0.12219901E+01  0.12219901E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.69959000E+01  0.12189536E+01  0.12189536E+01  0.12189536E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70097000E+01  0.12177493E+01  0.12177493E+01  0.12177493E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70234000E+01  0.12119105E+01  0.12119105E+01  0.12119105E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70372000E+01  0.12069379E+01  0.12069379E+01  0.12069379E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70509000E+01  0.11971517E+01  0.11971517E+01  0.11971517E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70647000E+01  0.11886633E+01  0.11886633E+01  0.11886633E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70784000E+01  0.11762772E+01  0.11762772E+01  0.11762772E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.70922000E+01  0.11661731E+01  0.11661731E+01  0.11661731E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.71059000E+01  0.11531621E+01  0.11531621E+01  0.11531621E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.71197000E+01  0.11429912E+01  0.11429912E+01  0.11429912E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.71334000E+01  0.11302919E+01  0.11302919E+01  0.11302919E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.71471000E+01  0.11174311E+01  0.11174311E+01  0.11174311E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.71609000E+01  0.11065813E+01  0.11065813E+01  0.11065813E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.71746000E+01  0.10924640E+01  0.10924640E+01  0.10924640E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.71884000E+01  0.10801439E+01  0.10801439E+01  0.10801439E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.72021000E+01  0.10646760E+01  0.10646760E+01  0.10646760E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.72159000E+01  0.10511230E+01  0.10511230E+01  0.10511230E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.72296000E+01  0.10349164E+01  0.10349164E+01  0.10349164E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.72434000E+01  0.10211207E+01  0.10211207E+01  0.10211207E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.72571000E+01  0.10054376E+01  0.10054376E+01  0.10054376E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.72709000E+01  0.99285861E+00  0.99285861E+00  0.99285861E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.72846000E+01  0.97925644E+00  0.97925644E+00  0.97925644E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.72984000E+01  0.96940055E+00  0.96940055E+00  0.96940055E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.73121000E+01  0.95919823E+00  0.95919823E+00  0.95919823E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.73258000E+01  0.95077881E+00  0.95077881E+00  0.95077881E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.73396000E+01  0.94604742E+00  0.94604742E+00  0.94604742E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.73533000E+01  0.94068675E+00  0.94068675E+00  0.94068675E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.73671000E+01  0.93875317E+00  0.93875317E+00  0.93875317E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.73808000E+01  0.93567007E+00  0.93567007E+00  0.93567007E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.73946000E+01  0.93533965E+00  0.93533965E+00  0.93533965E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.74083000E+01  0.93306317E+00  0.93306317E+00  0.93306317E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.74221000E+01  0.93268339E+00  0.93268339E+00  0.93268339E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.74358000E+01  0.92952930E+00  0.92952930E+00  0.92952930E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.74496000E+01  0.92767127E+00  0.92767127E+00  0.92767127E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.74633000E+01  0.92274787E+00  0.92274787E+00  0.92274787E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.74771000E+01  0.91922381E+00  0.91922381E+00  0.91922381E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.74908000E+01  0.91320065E+00  0.91320065E+00  0.91320065E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.75046000E+01  0.90941352E+00  0.90941352E+00  0.90941352E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.75183000E+01  0.90414130E+00  0.90414130E+00  0.90414130E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.75320000E+01  0.89975847E+00  0.89975847E+00  0.89975847E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.75458000E+01  0.89846998E+00  0.89846998E+00  0.89846998E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.75595000E+01  0.89622194E+00  0.89622194E+00  0.89622194E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.75733000E+01  0.89721691E+00  0.89721691E+00  0.89721691E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.75870000E+01  0.89703161E+00  0.89703161E+00  0.89703161E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.76008000E+01  0.89954561E+00  0.89954561E+00  0.89954561E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.76145000E+01  0.90007709E+00  0.90007709E+00  0.90007709E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.76283000E+01  0.90249834E+00  0.90249834E+00  0.90249834E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.76420000E+01  0.90209879E+00  0.90209879E+00  0.90209879E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.76558000E+01  0.90302290E+00  0.90302290E+00  0.90302290E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.76695000E+01  0.90092706E+00  0.90092706E+00  0.90092706E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.76833000E+01  0.90051675E+00  0.90051675E+00  0.90051675E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.76970000E+01  0.89797722E+00  0.89797722E+00  0.89797722E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.77107000E+01  0.89597434E+00  0.89597434E+00  0.89597434E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.77245000E+01  0.89718510E+00  0.89718510E+00  0.89718510E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.77382000E+01  0.89779002E+00  0.89779002E+00  0.89779002E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.77520000E+01  0.90260950E+00  0.90260950E+00  0.90260950E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.77657000E+01  0.90711502E+00  0.90711502E+00  0.90711502E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.77795000E+01  0.91563759E+00  0.91563759E+00  0.91563759E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.77932000E+01  0.92309059E+00  0.92309059E+00  0.92309059E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.78070000E+01  0.93363217E+00  0.93363217E+00  0.93363217E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.78207000E+01  0.94190257E+00  0.94190257E+00  0.94190257E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.78345000E+01  0.95224648E+00  0.95224648E+00  0.95224648E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.78482000E+01  0.95923491E+00  0.95923491E+00  0.95923491E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.78620000E+01  0.96746114E+00  0.96746114E+00  0.96746114E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.78757000E+01  0.97146904E+00  0.97146904E+00  0.97146904E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.78895000E+01  0.97621351E+00  0.97621351E+00  0.97621351E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.79032000E+01  0.97654271E+00  0.97654271E+00  0.97654271E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.79169000E+01  0.97501608E+00  0.97501608E+00  0.97501608E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.79307000E+01  0.97431326E+00  0.97431326E+00  0.97431326E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.79444000E+01  0.96994582E+00  0.96994582E+00  0.96994582E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.79582000E+01  0.96758315E+00  0.96758315E+00  0.96758315E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.79719000E+01  0.96251148E+00  0.96251148E+00  0.96251148E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.79857000E+01  0.95991261E+00  0.95991261E+00  0.95991261E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.79994000E+01  0.95458652E+00  0.95458652E+00  0.95458652E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80132000E+01  0.95104331E+00  0.95104331E+00  0.95104331E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80269000E+01  0.94371014E+00  0.94371014E+00  0.94371014E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80407000E+01  0.93682578E+00  0.93682578E+00  0.93682578E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80544000E+01  0.92508063E+00  0.92508063E+00  0.92508063E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80682000E+01  0.91292998E+00  0.91292998E+00  0.91292998E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80819000E+01  0.89588654E+00  0.89588654E+00  0.89588654E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.80956000E+01  0.87645069E+00  0.87645069E+00  0.87645069E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.81094000E+01  0.85703411E+00  0.85703411E+00  0.85703411E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.81231000E+01  0.83435973E+00  0.83435973E+00  0.83435973E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.81369000E+01  0.81333698E+00  0.81333698E+00  0.81333698E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.81506000E+01  0.79100540E+00  0.79100540E+00  0.79100540E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.81644000E+01  0.77193389E+00  0.77193389E+00  0.77193389E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.81781000E+01  0.75326427E+00  0.75326427E+00  0.75326427E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.81919000E+01  0.73906756E+00  0.73906756E+00  0.73906756E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.82056000E+01  0.72636557E+00  0.72636557E+00  0.72636557E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.82194000E+01  0.71871362E+00  0.71871362E+00  0.71871362E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.82331000E+01  0.71284862E+00  0.71284862E+00  0.71284862E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.82469000E+01  0.71176032E+00  0.71176032E+00  0.71176032E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.82606000E+01  0.71175606E+00  0.71175606E+00  0.71175606E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.82744000E+01  0.71536569E+00  0.71536569E+00  0.71536569E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.82881000E+01  0.71864942E+00  0.71864942E+00  0.71864942E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.83018000E+01  0.72225352E+00  0.72225352E+00  0.72225352E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.83156000E+01  0.72702958E+00  0.72702958E+00  0.72702958E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.83293000E+01  0.72913294E+00  0.72913294E+00  0.72913294E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.83431000E+01  0.73154567E+00  0.73154567E+00  0.73154567E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.83568000E+01  0.73059078E+00  0.73059078E+00  0.73059078E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.83706000E+01  0.72936999E+00  0.72936999E+00  0.72936999E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.83843000E+01  0.72425820E+00  0.72425820E+00  0.72425820E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.83981000E+01  0.71839402E+00  0.71839402E+00  0.71839402E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.84118000E+01  0.70834404E+00  0.70834404E+00  0.70834404E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.84256000E+01  0.69735212E+00  0.69735212E+00  0.69735212E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.84393000E+01  0.68255258E+00  0.68255258E+00  0.68255258E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.84531000E+01  0.66737925E+00  0.66737925E+00  0.66737925E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.84668000E+01  0.64961664E+00  0.64961664E+00  0.64961664E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.84805000E+01  0.63134808E+00  0.63134808E+00  0.63134808E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.84943000E+01  0.61447411E+00  0.61447411E+00  0.61447411E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.85080000E+01  0.59721946E+00  0.59721946E+00  0.59721946E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.85218000E+01  0.58266438E+00  0.58266438E+00  0.58266438E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.85355000E+01  0.56889602E+00  0.56889602E+00  0.56889602E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.85493000E+01  0.55842642E+00  0.55842642E+00  0.55842642E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.85630000E+01  0.54904596E+00  0.54904596E+00  0.54904596E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.85768000E+01  0.54278204E+00  0.54278204E+00  0.54278204E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.85905000E+01  0.53720983E+00  0.53720983E+00  0.53720983E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.86043000E+01  0.53401610E+00  0.53401610E+00  0.53401610E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.86180000E+01  0.53075909E+00  0.53075909E+00  0.53075909E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.86318000E+01  0.52914129E+00  0.52914129E+00  0.52914129E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.86455000E+01  0.52686411E+00  0.52686411E+00  0.52686411E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.86593000E+01  0.52588124E+00  0.52588124E+00  0.52588124E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.86730000E+01  0.52411989E+00  0.52411989E+00  0.52411989E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.86867000E+01  0.52258611E+00  0.52258611E+00  0.52258611E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.87005000E+01  0.52241227E+00  0.52241227E+00  0.52241227E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.87142000E+01  0.52169025E+00  0.52169025E+00  0.52169025E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.87280000E+01  0.52275984E+00  0.52275984E+00  0.52275984E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.87417000E+01  0.52364817E+00  0.52364817E+00  0.52364817E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.87555000E+01  0.52670129E+00  0.52670129E+00  0.52670129E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.87692000E+01  0.52987914E+00  0.52987914E+00  0.52987914E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.87830000E+01  0.53546970E+00  0.53546970E+00  0.53546970E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.87967000E+01  0.54117174E+00  0.54117174E+00  0.54117174E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.88105000E+01  0.54920724E+00  0.54920724E+00  0.54920724E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.88242000E+01  0.55689888E+00  0.55689888E+00  0.55689888E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.88380000E+01  0.56643911E+00  0.56643911E+00  0.56643911E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.88517000E+01  0.57481690E+00  0.57481690E+00  0.57481690E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.88655000E+01  0.58431029E+00  0.58431029E+00  0.58431029E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.88792000E+01  0.59193378E+00  0.59193378E+00  0.59193378E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.88929000E+01  0.59864756E+00  0.59864756E+00  0.59864756E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.89067000E+01  0.60565822E+00  0.60565822E+00  0.60565822E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.89204000E+01  0.61021666E+00  0.61021666E+00  0.61021666E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.89342000E+01  0.61542727E+00  0.61542727E+00  0.61542727E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.89479000E+01  0.61856773E+00  0.61856773E+00  0.61856773E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.89617000E+01  0.62291447E+00  0.62291447E+00  0.62291447E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.89754000E+01  0.62564028E+00  0.62564028E+00  0.62564028E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.89892000E+01  0.62999295E+00  0.62999295E+00  0.62999295E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90029000E+01  0.63278906E+00  0.63278906E+00  0.63278906E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90167000E+01  0.63705378E+00  0.63705378E+00  0.63705378E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90304000E+01  0.63938137E+00  0.63938137E+00  0.63938137E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90442000E+01  0.64271522E+00  0.64271522E+00  0.64271522E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90579000E+01  0.64366224E+00  0.64366224E+00  0.64366224E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90716000E+01  0.64348984E+00  0.64348984E+00  0.64348984E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90854000E+01  0.64365174E+00  0.64365174E+00  0.64365174E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.90991000E+01  0.64097899E+00  0.64097899E+00  0.64097899E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.91129000E+01  0.63893502E+00  0.63893502E+00  0.63893502E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.91266000E+01  0.63450838E+00  0.63450838E+00  0.63450838E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.91404000E+01  0.63114404E+00  0.63114404E+00  0.63114404E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.91541000E+01  0.62593194E+00  0.62593194E+00  0.62593194E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.91679000E+01  0.62228138E+00  0.62228138E+00  0.62228138E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.91816000E+01  0.61732610E+00  0.61732610E+00  0.61732610E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.91954000E+01  0.61437634E+00  0.61437634E+00  0.61437634E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.92091000E+01  0.61050123E+00  0.61050123E+00  0.61050123E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.92229000E+01  0.60894197E+00  0.60894197E+00  0.60894197E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.92366000E+01  0.60670707E+00  0.60670707E+00  0.60670707E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.92504000E+01  0.60687000E+00  0.60687000E+00  0.60687000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.92641000E+01  0.60638926E+00  0.60638926E+00  0.60638926E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.92778000E+01  0.60646940E+00  0.60646940E+00  0.60646940E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.92916000E+01  0.60816155E+00  0.60816155E+00  0.60816155E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.93053000E+01  0.60821119E+00  0.60821119E+00  0.60821119E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.93191000E+01  0.60921747E+00  0.60921747E+00  0.60921747E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.93328000E+01  0.60778992E+00  0.60778992E+00  0.60778992E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.93466000E+01  0.60658321E+00  0.60658321E+00  0.60658321E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.93603000E+01  0.60238034E+00  0.60238034E+00  0.60238034E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.93741000E+01  0.59801543E+00  0.59801543E+00  0.59801543E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.93878000E+01  0.59063531E+00  0.59063531E+00  0.59063531E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.94016000E+01  0.58328509E+00  0.58328509E+00  0.58328509E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.94153000E+01  0.57348113E+00  0.57348113E+00  0.57348113E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.94291000E+01  0.56444837E+00  0.56444837E+00  0.56444837E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.94428000E+01  0.55405354E+00  0.55405354E+00  0.55405354E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.94565000E+01  0.54402712E+00  0.54402712E+00  0.54402712E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.94703000E+01  0.53578867E+00  0.53578867E+00  0.53578867E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.94840000E+01  0.52724383E+00  0.52724383E+00  0.52724383E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.94978000E+01  0.52100907E+00  0.52100907E+00  0.52100907E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.95115000E+01  0.51475749E+00  0.51475749E+00  0.51475749E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.95253000E+01  0.51074790E+00  0.51074790E+00  0.51074790E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.95390000E+01  0.50664179E+00  0.50664179E+00  0.50664179E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.95528000E+01  0.50457626E+00  0.50457626E+00  0.50457626E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.95665000E+01  0.50211827E+00  0.50211827E+00  0.50211827E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.95803000E+01  0.50131953E+00  0.50131953E+00  0.50131953E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.95940000E+01  0.49973586E+00  0.49973586E+00  0.49973586E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96078000E+01  0.49939899E+00  0.49939899E+00  0.49939899E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96215000E+01  0.49785216E+00  0.49785216E+00  0.49785216E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96353000E+01  0.49716064E+00  0.49716064E+00  0.49716064E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96490000E+01  0.49505132E+00  0.49505132E+00  0.49505132E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96627000E+01  0.49243355E+00  0.49243355E+00  0.49243355E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96765000E+01  0.49023837E+00  0.49023837E+00  0.49023837E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.96902000E+01  0.48640301E+00  0.48640301E+00  0.48640301E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97040000E+01  0.48313837E+00  0.48313837E+00  0.48313837E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97177000E+01  0.47846641E+00  0.47846641E+00  0.47846641E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97315000E+01  0.47460194E+00  0.47460194E+00  0.47460194E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97452000E+01  0.46954557E+00  0.46954557E+00  0.46954557E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97590000E+01  0.46538743E+00  0.46538743E+00  0.46538743E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97727000E+01  0.46017911E+00  0.46017911E+00  0.46017911E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.97865000E+01  0.45583752E+00  0.45583752E+00  0.45583752E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.98002000E+01  0.45036526E+00  0.45036526E+00  0.45036526E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.98140000E+01  0.44561375E+00  0.44561375E+00  0.44561375E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
