   #Energy      xx(%)           yy(%)
 155.306      0.1000E+03      0.1000E+03
 155.325      0.1000E+03      0.1000E+03
 155.343      0.1000E+03      0.1000E+03
 155.361      0.1000E+03      0.1000E+03
 155.379      0.1000E+03      0.1000E+03
 155.398      0.1000E+03      0.1000E+03
 155.416      0.1000E+03      0.1000E+03
 155.434      0.1000E+03      0.1000E+03
 155.453      0.1000E+03      0.1000E+03
 155.471      0.1000E+03      0.1000E+03
 155.489      0.1000E+03      0.1000E+03
 155.507      0.1000E+03      0.1000E+03
 155.526      0.1000E+03      0.1000E+03
 155.544      0.1000E+03      0.1000E+03
 155.562      0.1000E+03      0.1000E+03
 155.581      0.1000E+03      0.1000E+03
 155.599      0.1000E+03      0.1000E+03
 155.617      0.1000E+03      0.1000E+03
 155.636      0.1000E+03      0.1000E+03
 155.654      0.1000E+03      0.1000E+03
 155.672      0.1000E+03      0.1000E+03
 155.690      0.1000E+03      0.1000E+03
 155.709      0.1000E+03      0.1000E+03
 155.727      0.1000E+03      0.1000E+03
 155.745      0.1000E+03      0.1000E+03
 155.763      0.1000E+03      0.1000E+03
 155.782      0.1000E+03      0.1000E+03
 155.800      0.1000E+03      0.1000E+03
 155.818      0.1000E+03      0.1000E+03
 155.837      0.1000E+03      0.1000E+03
 155.855      0.1000E+03      0.1000E+03
 155.873      0.1000E+03      0.1000E+03
 155.892      0.1000E+03      0.1000E+03
 155.910      0.1000E+03      0.1000E+03
 155.928      0.1000E+03      0.1000E+03
 155.946      0.1000E+03      0.1000E+03
 155.965      0.1000E+03      0.1000E+03
 155.983      0.1000E+03      0.1000E+03
 156.001      0.1000E+03      0.1000E+03
 156.020      0.1000E+03      0.1000E+03
 156.038      0.1000E+03      0.1000E+03
 156.056      0.1000E+03      0.1000E+03
 156.074      0.1000E+03      0.1000E+03
 156.093      0.1000E+03      0.1000E+03
 156.111      0.1000E+03      0.1000E+03
 156.129      0.1000E+03      0.1000E+03
 156.148      0.1000E+03      0.1000E+03
 156.166      0.1000E+03      0.1000E+03
 156.184      0.1000E+03      0.1000E+03
 156.202      0.1000E+03      0.1000E+03
 156.221      0.1000E+03      0.1000E+03
 156.239      0.1000E+03      0.1000E+03
 156.257      0.1000E+03      0.1000E+03
 156.276      0.1000E+03      0.1000E+03
 156.294      0.1000E+03      0.1000E+03
 156.312      0.1000E+03      0.1000E+03
 156.331      0.1000E+03      0.1000E+03
 156.349      0.1000E+03      0.1000E+03
 156.367      0.1000E+03      0.1000E+03
 156.385      0.1000E+03      0.1000E+03
 156.404      0.1000E+03      0.1000E+03
 156.422      0.1000E+03      0.1000E+03
 156.440      0.1000E+03      0.1000E+03
 156.458      0.1000E+03      0.1000E+03
 156.477      0.1000E+03      0.1000E+03
 156.495      0.1000E+03      0.1000E+03
 156.513      0.1000E+03      0.1000E+03
 156.532      0.1000E+03      0.1000E+03
 156.550      0.1000E+03      0.1000E+03
 156.568      0.1000E+03      0.1000E+03
 156.587      0.1000E+03      0.1000E+03
 156.605      0.1000E+03      0.1000E+03
 156.623      0.1000E+03      0.1000E+03
 156.642      0.1000E+03      0.1000E+03
 156.660      0.1000E+03      0.1000E+03
 156.678      0.1000E+03      0.1000E+03
 156.696      0.1000E+03      0.1000E+03
 156.715      0.1000E+03      0.1000E+03
 156.733      0.1000E+03      0.1000E+03
 156.751      0.1000E+03      0.1000E+03
 156.769      0.1000E+03      0.1000E+03
 156.788      0.1000E+03      0.1000E+03
 156.806      0.1000E+03      0.1000E+03
 156.824      0.1000E+03      0.1000E+03
 156.843      0.1000E+03      0.1000E+03
 156.861      0.1000E+03      0.1000E+03
 156.879      0.1000E+03      0.1000E+03
 156.898      0.1000E+03      0.1000E+03
 156.916      0.1000E+03      0.1000E+03
 156.934      0.1000E+03      0.1000E+03
 156.952      0.1000E+03      0.1000E+03
 156.971      0.1000E+03      0.1000E+03
 156.989      0.1000E+03      0.1000E+03
 157.007      0.1000E+03      0.1000E+03
 157.026      0.1000E+03      0.1000E+03
 157.044      0.1000E+03      0.1000E+03
 157.062      0.1000E+03      0.1000E+03
 157.080      0.1000E+03      0.1000E+03
 157.099      0.1000E+03      0.1000E+03
 157.117      0.1000E+03      0.1000E+03
 157.135      0.1000E+03      0.1000E+03
 157.154      0.1000E+03      0.1000E+03
 157.172      0.1000E+03      0.1000E+03
 157.190      0.1000E+03      0.1000E+03
 157.208      0.1000E+03      0.1000E+03
 157.227      0.1000E+03      0.1000E+03
 157.245      0.1000E+03      0.1000E+03
 157.263      0.1000E+03      0.1000E+03
 157.282      0.1000E+03      0.1000E+03
 157.300      0.1000E+03      0.1000E+03
 157.318      0.1000E+03      0.1000E+03
 157.337      0.1000E+03      0.1000E+03
 157.355      0.1000E+03      0.1000E+03
 157.373      0.1000E+03      0.1000E+03
 157.391      0.1000E+03      0.1000E+03
 157.410      0.1000E+03      0.1000E+03
 157.428      0.1000E+03      0.1000E+03
 157.446      0.1000E+03      0.1000E+03
 157.464      0.1000E+03      0.1000E+03
 157.483      0.1000E+03      0.1000E+03
 157.501      0.1000E+03      0.1000E+03
 157.519      0.1000E+03      0.1000E+03
 157.538      0.1000E+03      0.1000E+03
 157.556      0.1000E+03      0.1000E+03
 157.574      0.1000E+03      0.1000E+03
 157.593      0.1000E+03      0.1000E+03
 157.611      0.1000E+03      0.1000E+03
 157.629      0.1000E+03      0.1000E+03
 157.647      0.1000E+03      0.1000E+03
 157.666      0.1000E+03      0.1000E+03
 157.684      0.1000E+03      0.1000E+03
 157.702      0.1000E+03      0.1000E+03
 157.721      0.1000E+03      0.1000E+03
 157.739      0.1000E+03      0.1000E+03
 157.757      0.1000E+03      0.1000E+03
 157.775      0.1000E+03      0.1000E+03
 157.794      0.1000E+03      0.1000E+03
 157.812      0.1000E+03      0.1000E+03
 157.830      0.1000E+03      0.1000E+03
 157.849      0.1000E+03      0.1000E+03
 157.867      0.1000E+03      0.1000E+03
 157.885      0.1000E+03      0.1000E+03
 157.904      0.1000E+03      0.1000E+03
 157.922      0.1000E+03      0.1000E+03
 157.940      0.1000E+03      0.1000E+03
 157.958      0.1000E+03      0.1000E+03
 157.977      0.1000E+03      0.1000E+03
 157.995      0.1000E+03      0.1000E+03
 158.013      0.1000E+03      0.1000E+03
 158.031      0.1000E+03      0.1000E+03
 158.050      0.1000E+03      0.1000E+03
 158.068      0.1000E+03      0.1000E+03
 158.086      0.1000E+03      0.1000E+03
 158.105      0.1000E+03      0.1000E+03
 158.123      0.1000E+03      0.1000E+03
 158.141      0.1000E+03      0.1000E+03
 158.160      0.1000E+03      0.1000E+03
 158.178      0.1000E+03      0.1000E+03
 158.196      0.1000E+03      0.1000E+03
 158.214      0.1000E+03      0.1000E+03
 158.233      0.1000E+03      0.1000E+03
 158.251      0.1000E+03      0.1000E+03
 158.269      0.1000E+03      0.1000E+03
 158.288      0.1000E+03      0.1000E+03
 158.306      0.1000E+03      0.1000E+03
 158.324      0.1000E+03      0.1000E+03
 158.343      0.1000E+03      0.1000E+03
 158.361      0.1000E+03      0.1000E+03
 158.379      0.1000E+03      0.1000E+03
 158.397      0.1000E+03      0.1000E+03
 158.416      0.1000E+03      0.1000E+03
 158.434      0.1000E+03      0.1000E+03
 158.452      0.1000E+03      0.1000E+03
 158.470      0.1000E+03      0.1000E+03
 158.489      0.1000E+03      0.1000E+03
 158.507      0.1000E+03      0.1000E+03
 158.525      0.1000E+03      0.1000E+03
 158.544      0.1000E+03      0.1000E+03
 158.562      0.1000E+03      0.1000E+03
 158.580      0.1000E+03      0.1000E+03
 158.599      0.1000E+03      0.1000E+03
 158.617      0.1000E+03      0.1000E+03
 158.635      0.1000E+03      0.1000E+03
 158.653      0.1000E+03      0.1000E+03
 158.672      0.1000E+03      0.1000E+03
 158.690      0.1000E+03      0.1000E+03
 158.708      0.1000E+03      0.1000E+03
 158.727      0.1000E+03      0.1000E+03
 158.745      0.1000E+03      0.1000E+03
 158.763      0.1000E+03      0.1000E+03
 158.781      0.1000E+03      0.1000E+03
 158.800      0.1000E+03      0.1000E+03
 158.818      0.1000E+03      0.1000E+03
 158.836      0.1000E+03      0.1000E+03
 158.855      0.1000E+03      0.1000E+03
 158.873      0.1000E+03      0.1000E+03
 158.891      0.1000E+03      0.1000E+03
 158.910      0.1000E+03      0.1000E+03
 158.928      0.1000E+03      0.1000E+03
 158.946      0.1000E+03      0.1000E+03
 158.964      0.1000E+03      0.1000E+03
 158.983      0.1000E+03      0.1000E+03
 159.001      0.1000E+03      0.1000E+03
 159.019      0.1000E+03      0.1000E+03
 159.037      0.1000E+03      0.1000E+03
 159.056      0.1000E+03      0.1000E+03
 159.074      0.1000E+03      0.1000E+03
 159.092      0.1000E+03      0.1000E+03
 159.111      0.1000E+03      0.1000E+03
 159.129      0.1000E+03      0.1000E+03
 159.147      0.1000E+03      0.1000E+03
 159.166      0.1000E+03      0.1000E+03
 159.184      0.1000E+03      0.1000E+03
 159.202      0.1000E+03      0.1000E+03
 159.220      0.1000E+03      0.1000E+03
 159.239      0.1000E+03      0.1000E+03
 159.257      0.1000E+03      0.1000E+03
 159.275      0.1000E+03      0.1000E+03
 159.294      0.1000E+03      0.1000E+03
 159.312      0.1000E+03      0.1000E+03
 159.330      0.1000E+03      0.1000E+03
 159.349      0.1000E+03      0.1000E+03
 159.367      0.1000E+03      0.1000E+03
 159.385      0.1000E+03      0.1000E+03
 159.403      0.1000E+03      0.1000E+03
 159.422      0.1000E+03      0.1000E+03
 159.440      0.1000E+03      0.1000E+03
 159.458      0.1000E+03      0.1000E+03
 159.476      0.1000E+03      0.1000E+03
 159.495      0.1000E+03      0.1000E+03
 159.513      0.1000E+03      0.1000E+03
 159.531      0.1000E+03      0.1000E+03
 159.550      0.1000E+03      0.1000E+03
 159.568      0.1000E+03      0.1000E+03
 159.586      0.1000E+03      0.1000E+03
 159.605      0.1000E+03      0.1000E+03
 159.623      0.1000E+03      0.1000E+03
 159.641      0.1000E+03      0.1000E+03
 159.659      0.1000E+03      0.1000E+03
 159.678      0.1000E+03      0.1000E+03
 159.696      0.1000E+03      0.1000E+03
 159.714      0.1000E+03      0.1000E+03
 159.733      0.1000E+03      0.1000E+03
 159.751      0.1000E+03      0.1000E+03
 159.769      0.1000E+03      0.1000E+03
 159.787      0.1000E+03      0.1000E+03
 159.806      0.1000E+03      0.1000E+03
 159.824      0.1000E+03      0.1000E+03
 159.842      0.1000E+03      0.1000E+03
 159.861      0.1000E+03      0.1000E+03
 159.879      0.1000E+03      0.1000E+03
 159.897      0.1000E+03      0.1000E+03
 159.916      0.1000E+03      0.1000E+03
 159.934      0.1000E+03      0.1000E+03
 159.952      0.1000E+03      0.1000E+03
 159.970      0.1000E+03      0.1000E+03
 159.989      0.1000E+03      0.1000E+03
 160.007      0.1000E+03      0.1000E+03
 160.025      0.1000E+03      0.1000E+03
 160.043      0.1000E+03      0.1000E+03
 160.062      0.1000E+03      0.1000E+03
 160.080      0.1000E+03      0.1000E+03
 160.098      0.1000E+03      0.1000E+03
 160.117      0.1000E+03      0.1000E+03
 160.135      0.1000E+03      0.1000E+03
 160.153      0.1000E+03      0.1000E+03
 160.172      0.1000E+03      0.1000E+03
 160.190      0.1000E+03      0.1000E+03
 160.208      0.1000E+03      0.1000E+03
 160.226      0.1000E+03      0.1000E+03
 160.245      0.1000E+03      0.1000E+03
 160.263      0.1000E+03      0.1000E+03
 160.281      0.1000E+03      0.1000E+03
 160.300      0.1000E+03      0.1000E+03
 160.318      0.1000E+03      0.1000E+03
 160.336      0.1000E+03      0.1000E+03
 160.355      0.1000E+03      0.1000E+03
 160.373      0.1000E+03      0.1000E+03
 160.391      0.1000E+03      0.1000E+03
 160.409      0.1000E+03      0.1000E+03
 160.428      0.1000E+03      0.1000E+03
 160.446      0.1000E+03      0.1000E+03
 160.464      0.1000E+03      0.1000E+03
 160.482      0.1000E+03      0.1000E+03
 160.501      0.1000E+03      0.1000E+03
 160.519      0.1000E+03      0.1000E+03
 160.537      0.1000E+03      0.1000E+03
 160.556      0.1000E+03      0.1000E+03
 160.574      0.1000E+03      0.1000E+03
 160.592      0.1000E+03      0.1000E+03
 160.611      0.1000E+03      0.1000E+03
 160.629      0.1000E+03      0.1000E+03
 160.647      0.1000E+03      0.1000E+03
 160.665      0.1000E+03      0.1000E+03
 160.684      0.1000E+03      0.1000E+03
 160.702      0.1000E+03      0.1000E+03
 160.720      0.1000E+03      0.1000E+03
 160.739      0.1000E+03      0.1000E+03
 160.757      0.1000E+03      0.1000E+03
 160.775      0.1000E+03      0.1000E+03
 160.793      0.1000E+03      0.1000E+03
 160.812      0.1000E+03      0.1000E+03
 160.830      0.1000E+03      0.1000E+03
 160.848      0.1000E+03      0.1000E+03
 160.867      0.1000E+03      0.1000E+03
 160.885      0.1000E+03      0.1000E+03
 160.903      0.1000E+03      0.1000E+03
 160.922      0.1000E+03      0.1000E+03
 160.940      0.1000E+03      0.1000E+03
 160.958      0.1000E+03      0.1000E+03
 160.976      0.1000E+03      0.1000E+03
 160.995      0.1000E+03      0.1000E+03
 161.013      0.1000E+03      0.1000E+03
 161.031      0.1000E+03      0.1000E+03
 161.049      0.1000E+03      0.1000E+03
 161.068      0.1000E+03      0.1000E+03
 161.086      0.1000E+03      0.1000E+03
 161.104      0.1000E+03      0.1000E+03
 161.123      0.1000E+03      0.1000E+03
 161.141      0.1000E+03      0.1000E+03
 161.159      0.1000E+03      0.1000E+03
 161.178      0.1000E+03      0.1000E+03
 161.196      0.1000E+03      0.1000E+03
 161.214      0.1000E+03      0.1000E+03
 161.232      0.1000E+03      0.1000E+03
 161.251      0.1000E+03      0.1000E+03
 161.269      0.1000E+03      0.1000E+03
 161.287      0.1000E+03      0.1000E+03
 161.306      0.1000E+03      0.1000E+03
 161.324      0.1000E+03      0.1000E+03
 161.342      0.1000E+03      0.1000E+03
 161.360      0.1000E+03      0.1000E+03
 161.379      0.1000E+03      0.1000E+03
 161.397      0.1000E+03      0.1000E+03
 161.415      0.1000E+03      0.1000E+03
 161.434      0.1000E+03      0.1000E+03
 161.452      0.1000E+03      0.1000E+03
 161.470      0.1000E+03      0.1000E+03
 161.488      0.1000E+03      0.1000E+03
 161.507      0.1000E+03      0.1000E+03
 161.525      0.1000E+03      0.1000E+03
 161.543      0.1000E+03      0.1000E+03
 161.562      0.1000E+03      0.1000E+03
 161.580      0.1000E+03      0.1000E+03
 161.598      0.1000E+03      0.1000E+03
 161.617      0.1000E+03      0.1000E+03
 161.635      0.1000E+03      0.1000E+03
 161.653      0.1000E+03      0.1000E+03
 161.671      0.1000E+03      0.1000E+03
 161.690      0.1000E+03      0.1000E+03
 161.708      0.1000E+03      0.1000E+03
 161.726      0.1000E+03      0.1000E+03
 161.745      0.1000E+03      0.1000E+03
 161.763      0.1000E+03      0.1000E+03
 161.781      0.1000E+03      0.1000E+03
 161.799      0.1000E+03      0.1000E+03
 161.818      0.1000E+03      0.1000E+03
 161.836      0.1000E+03      0.1000E+03
 161.854      0.1000E+03      0.1000E+03
 161.873      0.1000E+03      0.1000E+03
 161.891      0.1000E+03      0.1000E+03
 161.909      0.1000E+03      0.1000E+03
 161.928      0.1000E+03      0.1000E+03
 161.946      0.1000E+03      0.1000E+03
 161.964      0.1000E+03      0.1000E+03
 161.982      0.1000E+03      0.1000E+03
 162.001      0.1000E+03      0.1000E+03
 162.019      0.1000E+03      0.1000E+03
 162.037      0.1000E+03      0.1000E+03
 162.055      0.1000E+03      0.1000E+03
 162.074      0.1000E+03      0.1000E+03
 162.092      0.1000E+03      0.1000E+03
 162.110      0.1000E+03      0.1000E+03
 162.129      0.1000E+03      0.1000E+03
 162.147      0.1000E+03      0.1000E+03
 162.165      0.1000E+03      0.1000E+03
 162.184      0.1000E+03      0.1000E+03
 162.202      0.1000E+03      0.1000E+03
 162.220      0.1000E+03      0.1000E+03
 162.238      0.1000E+03      0.1000E+03
 162.257      0.1000E+03      0.1000E+03
 162.275      0.1000E+03      0.1000E+03
 162.293      0.1000E+03      0.1000E+03
 162.312      0.1000E+03      0.1000E+03
 162.330      0.1000E+03      0.1000E+03
 162.348      0.1000E+03      0.1000E+03
 162.366      0.1000E+03      0.1000E+03
 162.385      0.1000E+03      0.1000E+03
 162.403      0.1000E+03      0.1000E+03
 162.421      0.1000E+03      0.1000E+03
 162.440      0.1000E+03      0.1000E+03
 162.458      0.1000E+03      0.1000E+03
 162.476      0.1000E+03      0.1000E+03
 162.494      0.1000E+03      0.1000E+03
 162.513      0.1000E+03      0.1000E+03
 162.531      0.1000E+03      0.1000E+03
 162.549      0.1000E+03      0.1000E+03
 162.568      0.1000E+03      0.1000E+03
 162.586      0.1000E+03      0.1000E+03
 162.604      0.1000E+03      0.1000E+03
 162.623      0.1000E+03      0.1000E+03
 162.641      0.1000E+03      0.1000E+03
 162.659      0.1000E+03      0.1000E+03
 162.677      0.1000E+03      0.1000E+03
 162.696      0.1000E+03      0.1000E+03
 162.714      0.1000E+03      0.1000E+03
 162.732      0.1000E+03      0.1000E+03
 162.750      0.1000E+03      0.1000E+03
 162.769      0.1000E+03      0.1000E+03
 162.787      0.1000E+03      0.1000E+03
 162.805      0.1000E+03      0.1000E+03
 162.824      0.1000E+03      0.1000E+03
 162.842      0.1000E+03      0.1000E+03
 162.860      0.1000E+03      0.1000E+03
 162.879      0.1000E+03      0.1000E+03
 162.897      0.1000E+03      0.1000E+03
 162.915      0.1000E+03      0.1000E+03
 162.933      0.1000E+03      0.1000E+03
 162.952      0.1000E+03      0.1000E+03
 162.970      0.1000E+03      0.1000E+03
 162.988      0.1000E+03      0.1000E+03
 163.007      0.1000E+03      0.1000E+03
 163.025      0.1000E+03      0.1000E+03
 163.043      0.1000E+03      0.1000E+03
 163.061      0.1000E+03      0.1000E+03
 163.080      0.1000E+03      0.1000E+03
 163.098      0.1000E+03      0.1000E+03
 163.116      0.1000E+03      0.1000E+03
 163.135      0.1000E+03      0.1000E+03
 163.153      0.1000E+03      0.1000E+03
 163.171      0.1000E+03      0.1000E+03
 163.190      0.1000E+03      0.1000E+03
 163.208      0.1000E+03      0.1000E+03
 163.226      0.1000E+03      0.1000E+03
 163.244      0.1000E+03      0.1000E+03
 163.263      0.1000E+03      0.1000E+03
 163.281      0.1000E+03      0.1000E+03
 163.299      0.1000E+03      0.1000E+03
 163.318      0.1000E+03      0.1000E+03
 163.336      0.1000E+03      0.1000E+03
 163.354      0.1000E+03      0.1000E+03
 163.372      0.1000E+03      0.1000E+03
 163.391      0.1000E+03      0.1000E+03
 163.409      0.1000E+03      0.1000E+03
 163.427      0.1000E+03      0.1000E+03
 163.446      0.1000E+03      0.1000E+03
 163.464      0.1000E+03      0.1000E+03
 163.482      0.1000E+03      0.1000E+03
 163.500      0.1000E+03      0.1000E+03
 163.519      0.1000E+03      0.1000E+03
 163.537      0.1000E+03      0.1000E+03
 163.555      0.1000E+03      0.1000E+03
 163.574      0.1000E+03      0.1000E+03
 163.592      0.1000E+03      0.1000E+03
 163.610      0.1000E+03      0.1000E+03
 163.629      0.1000E+03      0.1000E+03
 163.647      0.1000E+03      0.1000E+03
 163.665      0.1000E+03      0.1000E+03
 163.683      0.1000E+03      0.1000E+03
 163.702      0.1000E+03      0.1000E+03
 163.720      0.1000E+03      0.1000E+03
 163.738      0.1000E+03      0.1000E+03
 163.756      0.1000E+03      0.1000E+03
 163.775      0.1000E+03      0.1000E+03
 163.793      0.1000E+03      0.1000E+03
 163.811      0.1000E+03      0.1000E+03
 163.830      0.1000E+03      0.1000E+03
 163.848      0.1000E+03      0.1000E+03
 163.866      0.1000E+03      0.1000E+03
 163.885      0.1000E+03      0.1000E+03
 163.903      0.1000E+03      0.1000E+03
 163.921      0.1000E+03      0.1000E+03
 163.939      0.1000E+03      0.1000E+03
 163.958      0.1000E+03      0.1000E+03
 163.976      0.1000E+03      0.1000E+03
 163.994      0.1000E+03      0.1000E+03
 164.013      0.1000E+03      0.1000E+03
 164.031      0.1000E+03      0.1000E+03
 164.049      0.1000E+03      0.1000E+03
 164.067      0.1000E+03      0.1000E+03
 164.086      0.1000E+03      0.1000E+03
 164.104      0.1000E+03      0.1000E+03
 164.122      0.1000E+03      0.1000E+03
 164.141      0.1000E+03      0.1000E+03
 164.159      0.1000E+03      0.1000E+03
 164.177      0.1000E+03      0.1000E+03
 164.196      0.1000E+03      0.1000E+03
 164.214      0.1000E+03      0.1000E+03
 164.232      0.1000E+03      0.1000E+03
 164.250      0.1000E+03      0.1000E+03
 164.269      0.1000E+03      0.1000E+03
 164.287      0.1000E+03      0.1000E+03
 164.305      0.1000E+03      0.1000E+03
 164.323      0.1000E+03      0.1000E+03
 164.342      0.1000E+03      0.1000E+03
 164.360      0.1000E+03      0.1000E+03
 164.378      0.1000E+03      0.1000E+03
 164.397      0.1000E+03      0.1000E+03
 164.415      0.1000E+03      0.1000E+03
 164.433      0.1000E+03      0.1000E+03
 164.452      0.1000E+03      0.1000E+03
 164.470      0.1000E+03      0.1000E+03
 164.488      0.1000E+03      0.1000E+03
 164.506      0.1000E+03      0.1000E+03
 164.525      0.1000E+03      0.1000E+03
 164.543      0.1000E+03      0.1000E+03
 164.561      0.1000E+03      0.1000E+03
 164.580      0.1000E+03      0.1000E+03
 164.598      0.1000E+03      0.1000E+03
 164.616      0.1000E+03      0.1000E+03
 164.635      0.1000E+03      0.1000E+03
 164.653      0.1000E+03      0.1000E+03
 164.671      0.1000E+03      0.1000E+03
 164.689      0.1000E+03      0.1000E+03
 164.708      0.1000E+03      0.1000E+03
 164.726      0.1000E+03      0.1000E+03
 164.744      0.1000E+03      0.1000E+03
 164.762      0.1000E+03      0.1000E+03
 164.781      0.1000E+03      0.1000E+03
 164.799      0.1000E+03      0.1000E+03
 164.817      0.1000E+03      0.1000E+03
 164.836      0.1000E+03      0.1000E+03
 164.854      0.1000E+03      0.1000E+03
 164.872      0.1000E+03      0.1000E+03
 164.891      0.1000E+03      0.1000E+03
 164.909      0.1000E+03      0.1000E+03
 164.927      0.1000E+03      0.1000E+03
 164.945      0.1000E+03      0.1000E+03
 164.964      0.1000E+03      0.1000E+03
 164.982      0.1000E+03      0.1000E+03
 165.000      0.1000E+03      0.1000E+03
 165.019      0.1000E+03      0.1000E+03
 165.037      0.1000E+03      0.1000E+03
 165.055      0.1000E+03      0.1000E+03
 165.073      0.1000E+03      0.1000E+03
 165.092      0.1000E+03      0.1000E+03
 165.110      0.1000E+03      0.1000E+03
 165.128      0.1000E+03      0.1000E+03
 165.147      0.1000E+03      0.1000E+03
 165.165      0.1000E+03      0.1000E+03
 165.183      0.1000E+03      0.1000E+03
 165.202      0.1000E+03      0.1000E+03
 165.220      0.1000E+03      0.1000E+03
 165.238      0.1000E+03      0.1000E+03
 165.256      0.1000E+03      0.1000E+03
 165.275      0.1000E+03      0.1000E+03
 165.293      0.1000E+03      0.1000E+03
 165.311      0.1000E+03      0.1000E+03
 165.329      0.1000E+03      0.1000E+03
 165.348      0.1000E+03      0.1000E+03
 165.366      0.1000E+03      0.1000E+03
 165.384      0.1000E+03      0.1000E+03
 165.403      0.1000E+03      0.1000E+03
 165.421      0.1000E+03      0.1000E+03
 165.439      0.1000E+03      0.1000E+03
 165.458      0.1000E+03      0.1000E+03
 165.476      0.1000E+03      0.1000E+03
 165.494      0.1000E+03      0.1000E+03
 165.512      0.1000E+03      0.1000E+03
 165.531      0.1000E+03      0.1000E+03
 165.549      0.1000E+03      0.1000E+03
 165.567      0.1000E+03      0.1000E+03
 165.586      0.1000E+03      0.1000E+03
 165.604      0.1000E+03      0.1000E+03
 165.622      0.1000E+03      0.1000E+03
 165.641      0.1000E+03      0.1000E+03
 165.659      0.1000E+03      0.1000E+03
 165.677      0.1000E+03      0.1000E+03
 165.695      0.1000E+03      0.1000E+03
 165.714      0.1000E+03      0.1000E+03
 165.732      0.1000E+03      0.1000E+03
 165.750      0.1000E+03      0.1000E+03
 165.768      0.1000E+03      0.1000E+03
 165.787      0.1000E+03      0.1000E+03
 165.805      0.1000E+03      0.1000E+03
 165.823      0.1000E+03      0.1000E+03
 165.842      0.1000E+03      0.1000E+03
 165.860      0.1000E+03      0.1000E+03
 165.878      0.1000E+03      0.1000E+03
 165.897      0.1000E+03      0.1000E+03
 165.915      0.1000E+03      0.1000E+03
 165.933      0.1000E+03      0.1000E+03
 165.951      0.1000E+03      0.1000E+03
 165.970      0.1000E+03      0.1000E+03
 165.988      0.1000E+03      0.1000E+03
 166.006      0.1000E+03      0.1000E+03
 166.025      0.1000E+03      0.1000E+03
 166.043      0.1000E+03      0.1000E+03
 166.061      0.1000E+03      0.1000E+03
 166.079      0.1000E+03      0.1000E+03
 166.098      0.1000E+03      0.1000E+03
 166.116      0.1000E+03      0.1000E+03
 166.134      0.1000E+03      0.1000E+03
 166.153      0.1000E+03      0.1000E+03
 166.171      0.1000E+03      0.1000E+03
 166.189      0.1000E+03      0.1000E+03
 166.208      0.1000E+03      0.1000E+03
 166.226      0.1000E+03      0.1000E+03
 166.244      0.1000E+03      0.1000E+03
 166.262      0.1000E+03      0.1000E+03
 166.281      0.1000E+03      0.1000E+03
 166.299      0.1000E+03      0.1000E+03
 166.317      0.1000E+03      0.1000E+03
 166.335      0.1000E+03      0.1000E+03
 166.354      0.1000E+03      0.1000E+03
 166.372      0.1000E+03      0.1000E+03
 166.390      0.1000E+03      0.1000E+03
 166.409      0.1000E+03      0.1000E+03
 166.427      0.1000E+03      0.1000E+03
 166.445      0.1000E+03      0.1000E+03
 166.464      0.1000E+03      0.1000E+03
 166.482      0.1000E+03      0.1000E+03
 166.500      0.1000E+03      0.1000E+03
 166.518      0.1000E+03      0.1000E+03
 166.537      0.1000E+03      0.1000E+03
 166.555      0.1000E+03      0.1000E+03
 166.573      0.1000E+03      0.1000E+03
 166.592      0.1000E+03      0.1000E+03
 166.610      0.1000E+03      0.1000E+03
 166.628      0.1000E+03      0.1000E+03
 166.647      0.1000E+03      0.1000E+03
 166.665      0.1000E+03      0.1000E+03
 166.683      0.1000E+03      0.1000E+03
 166.701      0.1000E+03      0.1000E+03
 166.720      0.1000E+03      0.1000E+03
 166.738      0.1000E+03      0.1000E+03
 166.756      0.1000E+03      0.1000E+03
 166.774      0.1000E+03      0.1000E+03
 166.793      0.1000E+03      0.1000E+03
 166.811      0.1000E+03      0.1000E+03
 166.829      0.1000E+03      0.1000E+03
 166.848      0.1000E+03      0.1000E+03
 166.866      0.1000E+03      0.1000E+03
 166.884      0.1000E+03      0.1000E+03
 166.903      0.1000E+03      0.1000E+03
 166.921      0.1000E+03      0.1000E+03
 166.939      0.1000E+03      0.1000E+03
 166.957      0.1000E+03      0.1000E+03
 166.976      0.1000E+03      0.1000E+03
 166.994      0.1000E+03      0.1000E+03
 167.012      0.1000E+03      0.1000E+03
 167.031      0.1000E+03      0.1000E+03
 167.049      0.1000E+03      0.1000E+03
 167.067      0.1000E+03      0.1000E+03
 167.085      0.1000E+03      0.1000E+03
 167.104      0.1000E+03      0.1000E+03
 167.122      0.1000E+03      0.1000E+03
 167.140      0.1000E+03      0.1000E+03
 167.159      0.1000E+03      0.1000E+03
 167.177      0.1000E+03      0.1000E+03
 167.195      0.1000E+03      0.1000E+03
 167.214      0.1000E+03      0.1000E+03
 167.232      0.1000E+03      0.1000E+03
 167.250      0.1000E+03      0.1000E+03
 167.268      0.1000E+03      0.1000E+03
 167.287      0.1000E+03      0.1000E+03
 167.305      0.1000E+03      0.1000E+03
 167.323      0.1000E+03      0.1000E+03
 167.341      0.1000E+03      0.1000E+03
 167.360      0.1000E+03      0.1000E+03
 167.378      0.1000E+03      0.1000E+03
 167.396      0.1000E+03      0.1000E+03
 167.415      0.1000E+03      0.1000E+03
 167.433      0.1000E+03      0.1000E+03
 167.451      0.1000E+03      0.1000E+03
