   #Energy      xx(%)           yy(%)
  32.704      0.9930E+02      0.9930E+02
  32.722      0.9930E+02      0.9930E+02
  32.740      0.9930E+02      0.9930E+02
  32.759      0.9930E+02      0.9930E+02
  32.777      0.9930E+02      0.9930E+02
  32.795      0.9930E+02      0.9930E+02
  32.813      0.9930E+02      0.9930E+02
  32.832      0.9930E+02      0.9930E+02
  32.850      0.9930E+02      0.9930E+02
  32.868      0.9930E+02      0.9930E+02
  32.887      0.9930E+02      0.9930E+02
  32.905      0.9930E+02      0.9930E+02
  32.923      0.9929E+02      0.9929E+02
  32.941      0.9929E+02      0.9929E+02
  32.960      0.9929E+02      0.9929E+02
  32.978      0.9928E+02      0.9928E+02
  32.996      0.9927E+02      0.9927E+02
  33.015      0.9927E+02      0.9927E+02
  33.033      0.9926E+02      0.9926E+02
  33.051      0.9926E+02      0.9926E+02
  33.070      0.9925E+02      0.9925E+02
  33.088      0.9924E+02      0.9924E+02
  33.106      0.9923E+02      0.9923E+02
  33.124      0.9923E+02      0.9923E+02
  33.143      0.9922E+02      0.9922E+02
  33.161      0.9921E+02      0.9921E+02
  33.179      0.9920E+02      0.9920E+02
  33.198      0.9919E+02      0.9919E+02
  33.216      0.9918E+02      0.9918E+02
  33.234      0.9917E+02      0.9917E+02
  33.252      0.9916E+02      0.9916E+02
  33.271      0.9915E+02      0.9915E+02
  33.289      0.9914E+02      0.9914E+02
  33.307      0.9912E+02      0.9912E+02
  33.326      0.9911E+02      0.9911E+02
  33.344      0.9910E+02      0.9910E+02
  33.362      0.9909E+02      0.9909E+02
  33.380      0.9908E+02      0.9908E+02
  33.399      0.9906E+02      0.9906E+02
  33.417      0.9905E+02      0.9905E+02
  33.435      0.9904E+02      0.9904E+02
  33.454      0.9902E+02      0.9902E+02
  33.472      0.9901E+02      0.9901E+02
  33.490      0.9899E+02      0.9899E+02
  33.508      0.9898E+02      0.9898E+02
  33.527      0.9897E+02      0.9897E+02
  33.545      0.9896E+02      0.9896E+02
  33.563      0.9894E+02      0.9894E+02
  33.582      0.9893E+02      0.9893E+02
  33.600      0.9892E+02      0.9892E+02
  33.618      0.9891E+02      0.9891E+02
  33.637      0.9890E+02      0.9890E+02
  33.655      0.9889E+02      0.9889E+02
  33.673      0.9888E+02      0.9888E+02
  33.691      0.9887E+02      0.9887E+02
  33.710      0.9886E+02      0.9886E+02
  33.728      0.9885E+02      0.9885E+02
  33.746      0.9884E+02      0.9884E+02
  33.765      0.9883E+02      0.9883E+02
  33.783      0.9883E+02      0.9883E+02
  33.801      0.9882E+02      0.9882E+02
  33.819      0.9881E+02      0.9881E+02
  33.838      0.9881E+02      0.9881E+02
  33.856      0.9880E+02      0.9880E+02
  33.874      0.9879E+02      0.9879E+02
  33.893      0.9879E+02      0.9879E+02
  33.911      0.9878E+02      0.9878E+02
  33.929      0.9877E+02      0.9877E+02
  33.947      0.9876E+02      0.9876E+02
  33.966      0.9876E+02      0.9876E+02
  33.984      0.9875E+02      0.9875E+02
  34.002      0.9874E+02      0.9874E+02
  34.021      0.9873E+02      0.9873E+02
  34.039      0.9872E+02      0.9872E+02
  34.057      0.9872E+02      0.9872E+02
  34.076      0.9871E+02      0.9871E+02
  34.094      0.9870E+02      0.9870E+02
  34.112      0.9870E+02      0.9870E+02
  34.130      0.9869E+02      0.9869E+02
  34.149      0.9868E+02      0.9868E+02
  34.167      0.9868E+02      0.9868E+02
  34.185      0.9867E+02      0.9867E+02
  34.204      0.9867E+02      0.9867E+02
  34.222      0.9866E+02      0.9866E+02
  34.240      0.9866E+02      0.9866E+02
  34.258      0.9866E+02      0.9866E+02
  34.277      0.9866E+02      0.9866E+02
  34.295      0.9866E+02      0.9866E+02
  34.313      0.9866E+02      0.9866E+02
  34.332      0.9866E+02      0.9866E+02
  34.350      0.9866E+02      0.9866E+02
  34.368      0.9866E+02      0.9866E+02
  34.386      0.9867E+02      0.9867E+02
  34.405      0.9867E+02      0.9867E+02
  34.423      0.9868E+02      0.9868E+02
  34.441      0.9868E+02      0.9868E+02
  34.460      0.9869E+02      0.9869E+02
  34.478      0.9870E+02      0.9870E+02
  34.496      0.9870E+02      0.9870E+02
  34.514      0.9871E+02      0.9871E+02
  34.533      0.9872E+02      0.9872E+02
  34.551      0.9873E+02      0.9873E+02
  34.569      0.9874E+02      0.9874E+02
  34.588      0.9874E+02      0.9874E+02
  34.606      0.9875E+02      0.9875E+02
  34.624      0.9876E+02      0.9876E+02
  34.643      0.9877E+02      0.9877E+02
  34.661      0.9878E+02      0.9878E+02
  34.679      0.9878E+02      0.9878E+02
  34.697      0.9879E+02      0.9879E+02
  34.716      0.9880E+02      0.9880E+02
  34.734      0.9880E+02      0.9880E+02
  34.752      0.9881E+02      0.9881E+02
  34.771      0.9882E+02      0.9882E+02
  34.789      0.9883E+02      0.9883E+02
  34.807      0.9883E+02      0.9883E+02
  34.825      0.9884E+02      0.9884E+02
  34.844      0.9884E+02      0.9884E+02
  34.862      0.9885E+02      0.9885E+02
  34.880      0.9885E+02      0.9885E+02
  34.899      0.9886E+02      0.9886E+02
  34.917      0.9887E+02      0.9887E+02
  34.935      0.9887E+02      0.9887E+02
  34.953      0.9888E+02      0.9888E+02
  34.972      0.9888E+02      0.9888E+02
  34.990      0.9889E+02      0.9889E+02
  35.008      0.9889E+02      0.9889E+02
  35.027      0.9890E+02      0.9890E+02
  35.045      0.9890E+02      0.9890E+02
  35.063      0.9891E+02      0.9891E+02
  35.081      0.9891E+02      0.9891E+02
  35.100      0.9892E+02      0.9892E+02
  35.118      0.9892E+02      0.9892E+02
  35.136      0.9893E+02      0.9893E+02
  35.155      0.9893E+02      0.9893E+02
  35.173      0.9894E+02      0.9894E+02
  35.191      0.9894E+02      0.9894E+02
  35.210      0.9894E+02      0.9894E+02
  35.228      0.9895E+02      0.9895E+02
  35.246      0.9895E+02      0.9895E+02
  35.264      0.9895E+02      0.9895E+02
  35.283      0.9896E+02      0.9896E+02
  35.301      0.9896E+02      0.9896E+02
  35.319      0.9896E+02      0.9896E+02
  35.338      0.9897E+02      0.9897E+02
  35.356      0.9897E+02      0.9897E+02
  35.374      0.9897E+02      0.9897E+02
  35.392      0.9897E+02      0.9897E+02
  35.411      0.9897E+02      0.9897E+02
  35.429      0.9898E+02      0.9898E+02
  35.447      0.9898E+02      0.9898E+02
  35.466      0.9898E+02      0.9898E+02
  35.484      0.9898E+02      0.9898E+02
  35.502      0.9898E+02      0.9898E+02
  35.520      0.9898E+02      0.9898E+02
  35.539      0.9899E+02      0.9899E+02
  35.557      0.9899E+02      0.9899E+02
  35.575      0.9899E+02      0.9899E+02
  35.594      0.9899E+02      0.9899E+02
  35.612      0.9899E+02      0.9899E+02
  35.630      0.9899E+02      0.9899E+02
  35.649      0.9900E+02      0.9900E+02
  35.667      0.9900E+02      0.9900E+02
  35.685      0.9900E+02      0.9900E+02
  35.703      0.9900E+02      0.9900E+02
  35.722      0.9900E+02      0.9900E+02
  35.740      0.9900E+02      0.9900E+02
  35.758      0.9900E+02      0.9900E+02
  35.777      0.9900E+02      0.9900E+02
  35.795      0.9900E+02      0.9900E+02
  35.813      0.9900E+02      0.9900E+02
  35.831      0.9901E+02      0.9901E+02
  35.850      0.9901E+02      0.9901E+02
  35.868      0.9901E+02      0.9901E+02
  35.886      0.9901E+02      0.9901E+02
  35.905      0.9900E+02      0.9900E+02
  35.923      0.9900E+02      0.9900E+02
  35.941      0.9900E+02      0.9900E+02
  35.959      0.9900E+02      0.9900E+02
  35.978      0.9899E+02      0.9899E+02
  35.996      0.9899E+02      0.9899E+02
  36.014      0.9899E+02      0.9899E+02
  36.033      0.9898E+02      0.9898E+02
  36.051      0.9898E+02      0.9898E+02
  36.069      0.9897E+02      0.9897E+02
  36.087      0.9896E+02      0.9896E+02
  36.106      0.9896E+02      0.9896E+02
  36.124      0.9895E+02      0.9895E+02
  36.142      0.9894E+02      0.9894E+02
  36.161      0.9893E+02      0.9893E+02
  36.179      0.9892E+02      0.9892E+02
  36.197      0.9891E+02      0.9891E+02
  36.216      0.9889E+02      0.9889E+02
  36.234      0.9888E+02      0.9888E+02
  36.252      0.9886E+02      0.9886E+02
  36.270      0.9885E+02      0.9885E+02
  36.289      0.9884E+02      0.9884E+02
  36.307      0.9882E+02      0.9882E+02
  36.325      0.9880E+02      0.9880E+02
  36.344      0.9879E+02      0.9879E+02
  36.362      0.9877E+02      0.9877E+02
  36.380      0.9875E+02      0.9875E+02
  36.398      0.9873E+02      0.9873E+02
  36.417      0.9871E+02      0.9871E+02
  36.435      0.9870E+02      0.9870E+02
  36.453      0.9868E+02      0.9868E+02
  36.472      0.9866E+02      0.9866E+02
  36.490      0.9864E+02      0.9864E+02
  36.508      0.9863E+02      0.9863E+02
  36.526      0.9862E+02      0.9862E+02
  36.545      0.9860E+02      0.9860E+02
  36.563      0.9859E+02      0.9859E+02
  36.581      0.9859E+02      0.9859E+02
  36.600      0.9858E+02      0.9858E+02
  36.618      0.9858E+02      0.9858E+02
  36.636      0.9858E+02      0.9858E+02
  36.654      0.9858E+02      0.9858E+02
  36.673      0.9859E+02      0.9859E+02
  36.691      0.9860E+02      0.9860E+02
  36.709      0.9862E+02      0.9862E+02
  36.728      0.9863E+02      0.9863E+02
  36.746      0.9865E+02      0.9865E+02
  36.764      0.9868E+02      0.9868E+02
  36.783      0.9870E+02      0.9870E+02
  36.801      0.9873E+02      0.9873E+02
  36.819      0.9876E+02      0.9876E+02
  36.837      0.9879E+02      0.9879E+02
  36.856      0.9882E+02      0.9882E+02
  36.874      0.9885E+02      0.9885E+02
  36.892      0.9888E+02      0.9888E+02
  36.911      0.9891E+02      0.9891E+02
  36.929      0.9894E+02      0.9894E+02
  36.947      0.9896E+02      0.9896E+02
  36.965      0.9899E+02      0.9899E+02
  36.984      0.9901E+02      0.9901E+02
  37.002      0.9904E+02      0.9904E+02
  37.020      0.9906E+02      0.9906E+02
  37.039      0.9908E+02      0.9908E+02
  37.057      0.9909E+02      0.9909E+02
  37.075      0.9911E+02      0.9911E+02
  37.093      0.9912E+02      0.9912E+02
  37.112      0.9913E+02      0.9913E+02
  37.130      0.9914E+02      0.9914E+02
  37.148      0.9915E+02      0.9915E+02
  37.167      0.9916E+02      0.9916E+02
  37.185      0.9917E+02      0.9917E+02
  37.203      0.9918E+02      0.9918E+02
  37.221      0.9918E+02      0.9918E+02
  37.240      0.9919E+02      0.9919E+02
  37.258      0.9919E+02      0.9919E+02
  37.276      0.9920E+02      0.9920E+02
  37.295      0.9921E+02      0.9921E+02
  37.313      0.9921E+02      0.9921E+02
  37.331      0.9922E+02      0.9922E+02
  37.350      0.9922E+02      0.9922E+02
  37.368      0.9923E+02      0.9923E+02
  37.386      0.9924E+02      0.9924E+02
  37.404      0.9924E+02      0.9924E+02
  37.423      0.9925E+02      0.9925E+02
  37.441      0.9925E+02      0.9925E+02
  37.459      0.9926E+02      0.9926E+02
  37.478      0.9926E+02      0.9926E+02
  37.496      0.9927E+02      0.9927E+02
  37.514      0.9927E+02      0.9927E+02
  37.532      0.9928E+02      0.9928E+02
  37.551      0.9928E+02      0.9928E+02
  37.569      0.9928E+02      0.9928E+02
  37.587      0.9929E+02      0.9929E+02
  37.606      0.9929E+02      0.9929E+02
  37.624      0.9930E+02      0.9930E+02
  37.642      0.9930E+02      0.9930E+02
  37.660      0.9931E+02      0.9931E+02
  37.679      0.9931E+02      0.9931E+02
  37.697      0.9932E+02      0.9932E+02
  37.715      0.9932E+02      0.9932E+02
  37.734      0.9933E+02      0.9933E+02
  37.752      0.9934E+02      0.9934E+02
  37.770      0.9934E+02      0.9934E+02
  37.789      0.9935E+02      0.9935E+02
  37.807      0.9936E+02      0.9936E+02
  37.825      0.9936E+02      0.9936E+02
  37.843      0.9937E+02      0.9937E+02
  37.862      0.9938E+02      0.9938E+02
  37.880      0.9939E+02      0.9939E+02
  37.898      0.9939E+02      0.9939E+02
  37.917      0.9940E+02      0.9940E+02
  37.935      0.9941E+02      0.9941E+02
  37.953      0.9942E+02      0.9942E+02
  37.971      0.9942E+02      0.9942E+02
  37.990      0.9943E+02      0.9943E+02
  38.008      0.9944E+02      0.9944E+02
  38.026      0.9945E+02      0.9945E+02
  38.045      0.9945E+02      0.9945E+02
  38.063      0.9946E+02      0.9946E+02
  38.081      0.9946E+02      0.9946E+02
  38.099      0.9947E+02      0.9947E+02
  38.118      0.9947E+02      0.9947E+02
  38.136      0.9948E+02      0.9948E+02
  38.154      0.9949E+02      0.9949E+02
  38.173      0.9949E+02      0.9949E+02
  38.191      0.9949E+02      0.9949E+02
  38.209      0.9950E+02      0.9950E+02
  38.227      0.9950E+02      0.9950E+02
  38.246      0.9950E+02      0.9950E+02
  38.264      0.9951E+02      0.9951E+02
  38.282      0.9951E+02      0.9951E+02
  38.301      0.9951E+02      0.9951E+02
  38.319      0.9951E+02      0.9951E+02
  38.337      0.9952E+02      0.9952E+02
  38.356      0.9952E+02      0.9952E+02
  38.374      0.9952E+02      0.9952E+02
  38.392      0.9953E+02      0.9953E+02
  38.410      0.9953E+02      0.9953E+02
  38.429      0.9953E+02      0.9953E+02
  38.447      0.9953E+02      0.9953E+02
  38.465      0.9953E+02      0.9953E+02
  38.484      0.9954E+02      0.9954E+02
  38.502      0.9954E+02      0.9954E+02
  38.520      0.9955E+02      0.9955E+02
  38.538      0.9955E+02      0.9955E+02
  38.557      0.9956E+02      0.9956E+02
  38.575      0.9956E+02      0.9956E+02
  38.593      0.9957E+02      0.9957E+02
  38.612      0.9957E+02      0.9957E+02
  38.630      0.9958E+02      0.9958E+02
  38.648      0.9959E+02      0.9959E+02
  38.666      0.9959E+02      0.9959E+02
  38.685      0.9960E+02      0.9960E+02
  38.703      0.9961E+02      0.9961E+02
  38.721      0.9961E+02      0.9961E+02
  38.740      0.9962E+02      0.9962E+02
  38.758      0.9962E+02      0.9962E+02
  38.776      0.9963E+02      0.9963E+02
  38.794      0.9963E+02      0.9963E+02
  38.813      0.9964E+02      0.9964E+02
  38.831      0.9964E+02      0.9964E+02
  38.849      0.9964E+02      0.9964E+02
  38.868      0.9965E+02      0.9965E+02
  38.886      0.9965E+02      0.9965E+02
  38.904      0.9965E+02      0.9965E+02
  38.923      0.9965E+02      0.9965E+02
  38.941      0.9965E+02      0.9965E+02
  38.959      0.9965E+02      0.9965E+02
  38.977      0.9965E+02      0.9965E+02
  38.996      0.9965E+02      0.9965E+02
  39.014      0.9965E+02      0.9965E+02
  39.032      0.9965E+02      0.9965E+02
  39.051      0.9964E+02      0.9964E+02
  39.069      0.9964E+02      0.9964E+02
  39.087      0.9964E+02      0.9964E+02
  39.105      0.9963E+02      0.9963E+02
  39.124      0.9963E+02      0.9963E+02
  39.142      0.9962E+02      0.9962E+02
  39.160      0.9962E+02      0.9962E+02
  39.179      0.9961E+02      0.9961E+02
  39.197      0.9960E+02      0.9960E+02
  39.215      0.9960E+02      0.9960E+02
  39.233      0.9959E+02      0.9959E+02
  39.252      0.9958E+02      0.9958E+02
  39.270      0.9958E+02      0.9958E+02
  39.288      0.9957E+02      0.9957E+02
  39.307      0.9956E+02      0.9956E+02
  39.325      0.9955E+02      0.9955E+02
  39.343      0.9954E+02      0.9954E+02
  39.362      0.9953E+02      0.9953E+02
  39.380      0.9952E+02      0.9952E+02
  39.398      0.9951E+02      0.9951E+02
  39.416      0.9951E+02      0.9951E+02
  39.435      0.9950E+02      0.9950E+02
  39.453      0.9949E+02      0.9949E+02
  39.471      0.9948E+02      0.9948E+02
  39.490      0.9947E+02      0.9947E+02
  39.508      0.9946E+02      0.9946E+02
  39.526      0.9946E+02      0.9946E+02
  39.544      0.9945E+02      0.9945E+02
  39.563      0.9944E+02      0.9944E+02
  39.581      0.9944E+02      0.9944E+02
  39.599      0.9943E+02      0.9943E+02
  39.618      0.9943E+02      0.9943E+02
  39.636      0.9942E+02      0.9942E+02
  39.654      0.9942E+02      0.9942E+02
  39.672      0.9942E+02      0.9942E+02
  39.691      0.9941E+02      0.9941E+02
  39.709      0.9941E+02      0.9941E+02
  39.727      0.9941E+02      0.9941E+02
  39.746      0.9940E+02      0.9940E+02
  39.764      0.9940E+02      0.9940E+02
  39.782      0.9940E+02      0.9940E+02
  39.800      0.9940E+02      0.9940E+02
  39.819      0.9940E+02      0.9940E+02
  39.837      0.9939E+02      0.9939E+02
  39.855      0.9939E+02      0.9939E+02
  39.874      0.9939E+02      0.9939E+02
  39.892      0.9939E+02      0.9939E+02
  39.910      0.9939E+02      0.9939E+02
  39.929      0.9939E+02      0.9939E+02
  39.947      0.9938E+02      0.9938E+02
  39.965      0.9938E+02      0.9938E+02
  39.983      0.9938E+02      0.9938E+02
  40.002      0.9938E+02      0.9938E+02
  40.020      0.9938E+02      0.9938E+02
  40.038      0.9937E+02      0.9937E+02
  40.057      0.9937E+02      0.9937E+02
  40.075      0.9937E+02      0.9937E+02
  40.093      0.9937E+02      0.9937E+02
  40.111      0.9937E+02      0.9937E+02
  40.130      0.9937E+02      0.9937E+02
  40.148      0.9936E+02      0.9936E+02
  40.166      0.9936E+02      0.9936E+02
  40.185      0.9936E+02      0.9936E+02
  40.203      0.9936E+02      0.9936E+02
  40.221      0.9936E+02      0.9936E+02
  40.239      0.9935E+02      0.9935E+02
  40.258      0.9935E+02      0.9935E+02
  40.276      0.9935E+02      0.9935E+02
  40.294      0.9935E+02      0.9935E+02
  40.313      0.9935E+02      0.9935E+02
  40.331      0.9935E+02      0.9935E+02
  40.349      0.9935E+02      0.9935E+02
  40.367      0.9935E+02      0.9935E+02
  40.386      0.9935E+02      0.9935E+02
  40.404      0.9935E+02      0.9935E+02
  40.422      0.9935E+02      0.9935E+02
  40.441      0.9935E+02      0.9935E+02
  40.459      0.9935E+02      0.9935E+02
  40.477      0.9936E+02      0.9936E+02
  40.496      0.9936E+02      0.9936E+02
  40.514      0.9936E+02      0.9936E+02
  40.532      0.9936E+02      0.9936E+02
  40.550      0.9937E+02      0.9937E+02
  40.569      0.9937E+02      0.9937E+02
  40.587      0.9937E+02      0.9937E+02
  40.605      0.9938E+02      0.9938E+02
  40.624      0.9938E+02      0.9938E+02
  40.642      0.9938E+02      0.9938E+02
  40.660      0.9938E+02      0.9938E+02
  40.678      0.9939E+02      0.9939E+02
  40.697      0.9939E+02      0.9939E+02
  40.715      0.9939E+02      0.9939E+02
  40.733      0.9940E+02      0.9940E+02
  40.752      0.9940E+02      0.9940E+02
  40.770      0.9940E+02      0.9940E+02
  40.788      0.9940E+02      0.9940E+02
  40.806      0.9940E+02      0.9940E+02
  40.825      0.9941E+02      0.9941E+02
  40.843      0.9941E+02      0.9941E+02
  40.861      0.9941E+02      0.9941E+02
  40.880      0.9941E+02      0.9941E+02
  40.898      0.9941E+02      0.9941E+02
  40.916      0.9941E+02      0.9941E+02
  40.935      0.9941E+02      0.9941E+02
  40.953      0.9941E+02      0.9941E+02
  40.971      0.9942E+02      0.9942E+02
  40.989      0.9942E+02      0.9942E+02
  41.008      0.9941E+02      0.9941E+02
  41.026      0.9942E+02      0.9942E+02
  41.044      0.9942E+02      0.9942E+02
  41.063      0.9942E+02      0.9942E+02
  41.081      0.9942E+02      0.9942E+02
  41.099      0.9942E+02      0.9942E+02
  41.117      0.9942E+02      0.9942E+02
  41.136      0.9942E+02      0.9942E+02
  41.154      0.9942E+02      0.9942E+02
  41.172      0.9941E+02      0.9941E+02
  41.191      0.9941E+02      0.9941E+02
  41.209      0.9941E+02      0.9941E+02
  41.227      0.9941E+02      0.9941E+02
  41.245      0.9941E+02      0.9941E+02
  41.264      0.9941E+02      0.9941E+02
  41.282      0.9941E+02      0.9941E+02
  41.300      0.9941E+02      0.9941E+02
  41.319      0.9941E+02      0.9941E+02
  41.337      0.9941E+02      0.9941E+02
  41.355      0.9940E+02      0.9940E+02
  41.373      0.9940E+02      0.9940E+02
  41.392      0.9940E+02      0.9940E+02
  41.410      0.9940E+02      0.9940E+02
  41.428      0.9940E+02      0.9940E+02
  41.447      0.9940E+02      0.9940E+02
  41.465      0.9940E+02      0.9940E+02
  41.483      0.9940E+02      0.9940E+02
  41.502      0.9940E+02      0.9940E+02
  41.520      0.9940E+02      0.9940E+02
  41.538      0.9940E+02      0.9940E+02
  41.556      0.9940E+02      0.9940E+02
  41.575      0.9940E+02      0.9940E+02
  41.593      0.9940E+02      0.9940E+02
  41.611      0.9940E+02      0.9940E+02
  41.630      0.9940E+02      0.9940E+02
  41.648      0.9940E+02      0.9940E+02
  41.666      0.9940E+02      0.9940E+02
  41.684      0.9940E+02      0.9940E+02
  41.703      0.9940E+02      0.9940E+02
  41.721      0.9939E+02      0.9939E+02
  41.739      0.9939E+02      0.9939E+02
  41.758      0.9939E+02      0.9939E+02
  41.776      0.9939E+02      0.9939E+02
  41.794      0.9939E+02      0.9939E+02
  41.812      0.9939E+02      0.9939E+02
  41.831      0.9939E+02      0.9939E+02
  41.849      0.9938E+02      0.9938E+02
  41.867      0.9938E+02      0.9938E+02
  41.886      0.9938E+02      0.9938E+02
  41.904      0.9938E+02      0.9938E+02
  41.922      0.9938E+02      0.9938E+02
  41.941      0.9937E+02      0.9937E+02
  41.959      0.9937E+02      0.9937E+02
  41.977      0.9937E+02      0.9937E+02
  41.995      0.9936E+02      0.9936E+02
  42.014      0.9936E+02      0.9936E+02
  42.032      0.9936E+02      0.9936E+02
  42.050      0.9936E+02      0.9936E+02
  42.069      0.9936E+02      0.9936E+02
  42.087      0.9935E+02      0.9935E+02
  42.105      0.9935E+02      0.9935E+02
  42.123      0.9935E+02      0.9935E+02
  42.142      0.9935E+02      0.9935E+02
  42.160      0.9935E+02      0.9935E+02
  42.178      0.9934E+02      0.9934E+02
  42.197      0.9934E+02      0.9934E+02
  42.215      0.9934E+02      0.9934E+02
  42.233      0.9934E+02      0.9934E+02
  42.252      0.9934E+02      0.9934E+02
  42.270      0.9934E+02      0.9934E+02
  42.288      0.9934E+02      0.9934E+02
  42.306      0.9934E+02      0.9934E+02
  42.325      0.9934E+02      0.9934E+02
  42.343      0.9934E+02      0.9934E+02
  42.361      0.9934E+02      0.9934E+02
  42.380      0.9934E+02      0.9934E+02
  42.398      0.9934E+02      0.9934E+02
  42.416      0.9934E+02      0.9934E+02
  42.434      0.9933E+02      0.9933E+02
  42.453      0.9933E+02      0.9933E+02
  42.471      0.9933E+02      0.9933E+02
  42.489      0.9933E+02      0.9933E+02
  42.508      0.9933E+02      0.9933E+02
  42.526      0.9932E+02      0.9932E+02
  42.544      0.9932E+02      0.9932E+02
  42.562      0.9932E+02      0.9932E+02
  42.581      0.9932E+02      0.9932E+02
  42.599      0.9931E+02      0.9931E+02
  42.617      0.9931E+02      0.9931E+02
  42.636      0.9931E+02      0.9931E+02
  42.654      0.9931E+02      0.9931E+02
  42.672      0.9931E+02      0.9931E+02
  42.691      0.9930E+02      0.9930E+02
  42.709      0.9930E+02      0.9930E+02
  42.727      0.9930E+02      0.9930E+02
  42.745      0.9930E+02      0.9930E+02
  42.764      0.9930E+02      0.9930E+02
  42.782      0.9930E+02      0.9930E+02
  42.800      0.9930E+02      0.9930E+02
  42.819      0.9930E+02      0.9930E+02
  42.837      0.9931E+02      0.9931E+02
  42.855      0.9931E+02      0.9931E+02
  42.873      0.9931E+02      0.9931E+02
  42.892      0.9932E+02      0.9932E+02
  42.910      0.9932E+02      0.9932E+02
  42.928      0.9933E+02      0.9933E+02
  42.947      0.9933E+02      0.9933E+02
  42.965      0.9934E+02      0.9934E+02
  42.983      0.9934E+02      0.9934E+02
  43.001      0.9935E+02      0.9935E+02
  43.020      0.9936E+02      0.9936E+02
  43.038      0.9936E+02      0.9936E+02
  43.056      0.9937E+02      0.9937E+02
  43.075      0.9937E+02      0.9937E+02
  43.093      0.9938E+02      0.9938E+02
  43.111      0.9938E+02      0.9938E+02
  43.129      0.9938E+02      0.9938E+02
  43.148      0.9939E+02      0.9939E+02
  43.166      0.9939E+02      0.9939E+02
  43.184      0.9939E+02      0.9939E+02
  43.203      0.9940E+02      0.9940E+02
  43.221      0.9940E+02      0.9940E+02
  43.239      0.9940E+02      0.9940E+02
  43.258      0.9941E+02      0.9941E+02
  43.276      0.9941E+02      0.9941E+02
  43.294      0.9941E+02      0.9941E+02
  43.312      0.9941E+02      0.9941E+02
  43.331      0.9942E+02      0.9942E+02
  43.349      0.9942E+02      0.9942E+02
  43.367      0.9942E+02      0.9942E+02
  43.386      0.9942E+02      0.9942E+02
  43.404      0.9943E+02      0.9943E+02
  43.422      0.9943E+02      0.9943E+02
  43.440      0.9943E+02      0.9943E+02
  43.459      0.9943E+02      0.9943E+02
  43.477      0.9944E+02      0.9944E+02
  43.495      0.9944E+02      0.9944E+02
  43.514      0.9944E+02      0.9944E+02
  43.532      0.9944E+02      0.9944E+02
  43.550      0.9945E+02      0.9945E+02
  43.568      0.9945E+02      0.9945E+02
  43.587      0.9945E+02      0.9945E+02
  43.605      0.9945E+02      0.9945E+02
  43.623      0.9946E+02      0.9946E+02
  43.642      0.9946E+02      0.9946E+02
  43.660      0.9946E+02      0.9946E+02
  43.678      0.9946E+02      0.9946E+02
  43.697      0.9947E+02      0.9947E+02
  43.715      0.9947E+02      0.9947E+02
  43.733      0.9947E+02      0.9947E+02
  43.751      0.9948E+02      0.9948E+02
  43.770      0.9948E+02      0.9948E+02
  43.788      0.9949E+02      0.9949E+02
  43.806      0.9949E+02      0.9949E+02
  43.825      0.9949E+02      0.9949E+02
  43.843      0.9950E+02      0.9950E+02
  43.861      0.9950E+02      0.9950E+02
  43.879      0.9951E+02      0.9951E+02
  43.898      0.9951E+02      0.9951E+02
  43.916      0.9951E+02      0.9951E+02
  43.934      0.9952E+02      0.9952E+02
  43.953      0.9952E+02      0.9952E+02
  43.971      0.9953E+02      0.9953E+02
  43.989      0.9954E+02      0.9954E+02
  44.007      0.9954E+02      0.9954E+02
  44.026      0.9954E+02      0.9954E+02
  44.044      0.9955E+02      0.9955E+02
  44.062      0.9955E+02      0.9955E+02
  44.081      0.9956E+02      0.9956E+02
  44.099      0.9956E+02      0.9956E+02
  44.117      0.9957E+02      0.9957E+02
  44.135      0.9957E+02      0.9957E+02
  44.154      0.9958E+02      0.9958E+02
  44.172      0.9958E+02      0.9958E+02
  44.190      0.9958E+02      0.9958E+02
  44.209      0.9959E+02      0.9959E+02
  44.227      0.9959E+02      0.9959E+02
  44.245      0.9960E+02      0.9960E+02
  44.264      0.9960E+02      0.9960E+02
  44.282      0.9961E+02      0.9961E+02
  44.300      0.9961E+02      0.9961E+02
  44.318      0.9961E+02      0.9961E+02
  44.337      0.9962E+02      0.9962E+02
  44.355      0.9962E+02      0.9962E+02
  44.373      0.9962E+02      0.9962E+02
  44.392      0.9963E+02      0.9963E+02
  44.410      0.9963E+02      0.9963E+02
  44.428      0.9963E+02      0.9963E+02
  44.446      0.9964E+02      0.9964E+02
  44.465      0.9964E+02      0.9964E+02
  44.483      0.9964E+02      0.9964E+02
  44.501      0.9964E+02      0.9964E+02
  44.520      0.9965E+02      0.9965E+02
  44.538      0.9965E+02      0.9965E+02
  44.556      0.9965E+02      0.9965E+02
  44.574      0.9965E+02      0.9965E+02
  44.593      0.9966E+02      0.9966E+02
  44.611      0.9966E+02      0.9966E+02
  44.629      0.9966E+02      0.9966E+02
  44.648      0.9966E+02      0.9966E+02
  44.666      0.9967E+02      0.9967E+02
  44.684      0.9967E+02      0.9967E+02
  44.702      0.9967E+02      0.9967E+02
  44.721      0.9968E+02      0.9968E+02
  44.739      0.9968E+02      0.9968E+02
  44.757      0.9968E+02      0.9968E+02
  44.776      0.9968E+02      0.9968E+02
  44.794      0.9968E+02      0.9968E+02
  44.812      0.9969E+02      0.9969E+02
  44.831      0.9969E+02      0.9969E+02
  44.849      0.9969E+02      0.9969E+02
