   #Energy      xx              yy   
   3.347     -0.1097E+01     -0.1097E+01     -0.3050E+00
   3.365     -0.1100E+01     -0.1100E+01     -0.3067E+00
   3.384     -0.1102E+01     -0.1102E+01     -0.3086E+00
   3.402     -0.1103E+01     -0.1103E+01     -0.3104E+00
   3.420     -0.1104E+01     -0.1104E+01     -0.3122E+00
   3.439     -0.1105E+01     -0.1105E+01     -0.3140E+00
   3.457     -0.1105E+01     -0.1105E+01     -0.3158E+00
   3.475     -0.1104E+01     -0.1104E+01     -0.3176E+00
   3.494     -0.1103E+01     -0.1103E+01     -0.3195E+00
   3.512     -0.1100E+01     -0.1100E+01     -0.3213E+00
   3.530     -0.1097E+01     -0.1097E+01     -0.3231E+00
   3.548     -0.1092E+01     -0.1092E+01     -0.3250E+00
   3.567     -0.1086E+01     -0.1086E+01     -0.3268E+00
   3.585     -0.1079E+01     -0.1079E+01     -0.3286E+00
   3.603     -0.1069E+01     -0.1069E+01     -0.3305E+00
   3.622     -0.1057E+01     -0.1057E+01     -0.3323E+00
   3.640     -0.1043E+01     -0.1043E+01     -0.3341E+00
   3.658     -0.1026E+01     -0.1026E+01     -0.3360E+00
   3.676     -0.1005E+01     -0.1005E+01     -0.3378E+00
   3.695     -0.9807E+00     -0.9807E+00     -0.3397E+00
   3.713     -0.9521E+00     -0.9521E+00     -0.3416E+00
   3.731     -0.9189E+00     -0.9189E+00     -0.3434E+00
   3.750     -0.8805E+00     -0.8805E+00     -0.3453E+00
   3.768     -0.8364E+00     -0.8364E+00     -0.3472E+00
   3.786     -0.7860E+00     -0.7860E+00     -0.3490E+00
   3.804     -0.7290E+00     -0.7290E+00     -0.3509E+00
   3.823     -0.6651E+00     -0.6651E+00     -0.3528E+00
   3.841     -0.5938E+00     -0.5938E+00     -0.3546E+00
   3.859     -0.5150E+00     -0.5150E+00     -0.3565E+00
   3.878     -0.4287E+00     -0.4287E+00     -0.3584E+00
   3.896     -0.3350E+00     -0.3350E+00     -0.3603E+00
   3.914     -0.2342E+00     -0.2342E+00     -0.3622E+00
   3.933     -0.1271E+00     -0.1271E+00     -0.3641E+00
   3.951     -0.1404E-01     -0.1404E-01     -0.3660E+00
   3.969      0.1038E+00      0.1038E+00     -0.3679E+00
   3.987      0.2255E+00      0.2255E+00     -0.3698E+00
   4.006      0.3497E+00      0.3497E+00     -0.3717E+00
   4.024      0.4751E+00      0.4751E+00     -0.3736E+00
   4.042      0.6004E+00      0.6004E+00     -0.3755E+00
   4.061      0.7240E+00      0.7240E+00     -0.3774E+00
   4.079      0.8448E+00      0.8448E+00     -0.3793E+00
   4.097      0.9615E+00      0.9615E+00     -0.3813E+00
   4.115      0.1073E+01      0.1073E+01     -0.3832E+00
   4.134      0.1178E+01      0.1178E+01     -0.3851E+00
   4.152      0.1276E+01      0.1276E+01     -0.3871E+00
   4.170      0.1367E+01      0.1367E+01     -0.3890E+00
   4.189      0.1450E+01      0.1450E+01     -0.3909E+00
   4.207      0.1525E+01      0.1525E+01     -0.3929E+00
   4.225      0.1591E+01      0.1591E+01     -0.3948E+00
   4.243      0.1650E+01      0.1650E+01     -0.3967E+00
   4.262      0.1701E+01      0.1701E+01     -0.3987E+00
   4.280      0.1745E+01      0.1745E+01     -0.4007E+00
   4.298      0.1781E+01      0.1781E+01     -0.4026E+00
   4.317      0.1812E+01      0.1812E+01     -0.4046E+00
   4.335      0.1837E+01      0.1837E+01     -0.4065E+00
   4.353      0.1857E+01      0.1857E+01     -0.4086E+00
   4.372      0.1872E+01      0.1872E+01     -0.4105E+00
   4.390      0.1883E+01      0.1883E+01     -0.4125E+00
   4.408      0.1890E+01      0.1890E+01     -0.4145E+00
   4.426      0.1895E+01      0.1895E+01     -0.4164E+00
   4.445      0.1896E+01      0.1896E+01     -0.4185E+00
   4.463      0.1896E+01      0.1896E+01     -0.4204E+00
   4.481      0.1893E+01      0.1893E+01     -0.4224E+00
   4.500      0.1889E+01      0.1889E+01     -0.4245E+00
   4.518      0.1883E+01      0.1883E+01     -0.4264E+00
   4.536      0.1877E+01      0.1877E+01     -0.4285E+00
   4.554      0.1869E+01      0.1869E+01     -0.4305E+00
   4.573      0.1860E+01      0.1860E+01     -0.4325E+00
   4.591      0.1851E+01      0.1851E+01     -0.4345E+00
   4.609      0.1841E+01      0.1841E+01     -0.4365E+00
   4.628      0.1830E+01      0.1830E+01     -0.4386E+00
   4.646      0.1819E+01      0.1819E+01     -0.4406E+00
   4.664      0.1807E+01      0.1807E+01     -0.4426E+00
   4.682      0.1795E+01      0.1795E+01     -0.4447E+00
   4.701      0.1783E+01      0.1783E+01     -0.4467E+00
   4.719      0.1770E+01      0.1770E+01     -0.4488E+00
   4.737      0.1757E+01      0.1757E+01     -0.4508E+00
   4.756      0.1744E+01      0.1744E+01     -0.4529E+00
   4.774      0.1731E+01      0.1731E+01     -0.4549E+00
   4.792      0.1718E+01      0.1718E+01     -0.4570E+00
   4.811      0.1704E+01      0.1704E+01     -0.4591E+00
   4.829      0.1691E+01      0.1691E+01     -0.4612E+00
   4.847      0.1677E+01      0.1677E+01     -0.4633E+00
   4.865      0.1664E+01      0.1664E+01     -0.4653E+00
   4.884      0.1650E+01      0.1650E+01     -0.4674E+00
   4.902      0.1636E+01      0.1636E+01     -0.4695E+00
   4.920      0.1622E+01      0.1622E+01     -0.4716E+00
   4.939      0.1609E+01      0.1609E+01     -0.4737E+00
   4.957      0.1595E+01      0.1595E+01     -0.4758E+00
   4.975      0.1581E+01      0.1581E+01     -0.4779E+00
   4.993      0.1567E+01      0.1567E+01     -0.4801E+00
   5.012      0.1553E+01      0.1553E+01     -0.4822E+00
   5.030      0.1539E+01      0.1539E+01     -0.4843E+00
   5.048      0.1525E+01      0.1525E+01     -0.4864E+00
   5.066      0.1511E+01      0.1511E+01     -0.4886E+00
   5.085      0.1498E+01      0.1498E+01     -0.4907E+00
   5.103      0.1484E+01      0.1484E+01     -0.4929E+00
   5.121      0.1470E+01      0.1470E+01     -0.4950E+00
   5.140      0.1456E+01      0.1456E+01     -0.4972E+00
   5.158      0.1443E+01      0.1443E+01     -0.4993E+00
   5.176      0.1429E+01      0.1429E+01     -0.5015E+00
   5.195      0.1415E+01      0.1415E+01     -0.5037E+00
   5.213      0.1402E+01      0.1402E+01     -0.5058E+00
   5.231      0.1388E+01      0.1388E+01     -0.5080E+00
   5.249      0.1375E+01      0.1375E+01     -0.5102E+00
   5.268      0.1362E+01      0.1362E+01     -0.5124E+00
   5.286      0.1348E+01      0.1348E+01     -0.5146E+00
   5.304      0.1335E+01      0.1335E+01     -0.5168E+00
